;history;predict
293;[7364.0, 7460.5, 7718.0, 7574.0, 7772.0, 7944.5, 8096.0, 7562.5, 7730.0, 7863.5, 7797.5, 7782.5, 8483.5, 7840.5, 7729.5, 7750.0, 7825.5, 7675.5, 7800.0, 7460.0, 7719.5, 7484.5, 7857.0, 7260.0, 7682.5, 7703.0, 7632.0, 7648.0, 7490.5, 7906.5, 7467.0, 7889.5, 8094.0, 7519.0, 7715.0, 7991.5, 8027.0, 7955.5, 7679.5, 8259.0, 7688.0, 7775.0, 7808.5, 7796.0, 7631.5, 7816.0, 7305.5, 7624.0, 5636.7110595703125, 8044.8863525390625];[7988.21435546875, 8009.027099609375, 8344.23095703125, 7672.57373046875, 7955.26025390625, 8166.13623046875, 8045.1748046875, 7949.5615234375, 8367.74609375, 7400.546875]
294;[7988.21435546875, 8009.027099609375, 8344.23095703125, 7672.57373046875, 7955.26025390625, 8166.13623046875, 8045.1748046875, 7949.5615234375, 8367.74609375, 7400.546875, 8638.15625, 7820.365234375, 8589.0322265625, 7643.892578125, 7973.923828125, 7902.103515625, 7773.814453125, 7792.291015625, 7810.6484375, 7876.65625, 7592.892578125, 5386.435546875, 8051.044921875, 7815.55078125, 7454.31640625, 8152.29296875, 8016.673828125, 7639.265625, 7993.94921875, 7780.98046875, 7672.61328125, 8150.01171875, 7721.96484375, 7476.17578125, 7616.03125, 8031.4375, 7784.21484375, 7640.58203125, 7863.9140625, 7428.54296875, 7573.6640625, 7732.65625, 7372.41015625, 6784.70703125, 6094.87890625, 7943.7734375, 6867.203125, 7390.30859375, 7625.765625, 7125.61328125];[7450.0859375, 7543.28515625, 7721.29296875, 7423.59375, 7653.94921875, 7614.41015625, 7627.39453125, 7554.09765625, 7948.91796875, 7615.00390625]
295;[7450.0859375, 7543.28515625, 7721.29296875, 7423.59375, 7653.94921875, 7614.41015625, 7627.39453125, 7554.09765625, 7948.91796875, 7615.00390625, 7511.24609375, 7753.6484375, 7679.5859375, 7334.6171875, 7545.2421875, 7299.9296875, 7310.0546875, 7755.7265625, 7370.6796875, 7519.421875, 7362.3125, 7540.0390625, 7374.828125, 7564.1484375, 7646.5, 7502.96875, 7617.375, 7258.046875, 8142.078125, 7781.1015625, 7797.3046875, 8013.6015625, 7127.65625, 7885.9921875, 7497.4921875, 7318.421875, 7883.2421875, 7572.6953125, 7299.3828125, 7570.3671875, 7100.4140625, 7787.28125, 7394.3125, 7171.484375, 7768.9453125, 7481.3359375, 7397.7734375, 7886.171875, 7792.3046875, 8090.5546875];[7942.2109375, 8162.234375, 7297.1875, 8346.234375, 7633.1171875, 8272.59375, 7619.3359375, 8051.796875, 7728.0078125, 7807.4140625]
296;[7942.2109375, 8162.234375, 7297.1875, 8346.234375, 7633.1171875, 8272.59375, 7619.3359375, 8051.796875, 7728.0078125, 7807.4140625, 7783.5625, 7764.015625, 7241.59375, 7637.1640625, 7792.078125, 7471.578125, 7316.953125, 7703.1328125, 7663.6171875, 7408.5546875, 7807.5859375, 7645.984375, 7465.8671875, 7469.1015625, 8090.421875, 7286.53125, 7863.8125, 8078.34375, 7483.0625, 7485.125, 7546.03125, 7437.53125, 7362.953125, 7902.078125, 7459.109375, 7599.296875, 7594.734375, 7539.65625, 7295.9375, 7459.21875, 7617.1875, 7370.5, 7368.078125, 7632.015625, 7326.296875, 7400.34375, 7447.03125, 7555.5, 7844.546875, 7210.53125];[8132.9375, 7495.734375, 6602.875, 8432.5625, 7559.796875, 7302.0, 7353.375, 7533.140625, 7164.9375, 7122.90625]
297;[8132.9375, 7495.734375, 6602.875, 8432.5625, 7559.796875, 7302.0, 7353.375, 7533.140625, 7164.9375, 7122.90625, 7217.0, 7419.71875, 7051.84375, 7150.546875, 7047.4375, 7173.859375, 7063.015625, 7399.78125, 7290.21875, 6792.96875, 7717.5, 7271.71875, 7111.515625, 7354.453125, 7684.3125, 7366.078125, 7358.359375, 7462.03125, 7324.0625, 7470.8125, 7531.15625, 6845.5, 7460.21875, 7449.046875, 7095.140625, 7215.65625, 6883.390625, 7397.0625, 6933.3125, 5039.59375, 7484.125, 7504.390625, 6116.5782470703125, 7372.2801513671875, 7102.610595703125, 7352.937744140625, 7444.80029296875, 6989.6171875, 7353.1298828125, 7217.169921875];[7409.9033203125, 6983.078125, 7536.7626953125, 7433.05078125, 7575.65625, 7664.3076171875, 6939.8740234375, 7270.9345703125, 7383.9296875, 7449.130859375]
298;[7409.9033203125, 6983.078125, 7536.7626953125, 7433.05078125, 7575.65625, 7664.3076171875, 6939.8740234375, 7270.9345703125, 7383.9296875, 7449.130859375, 7139.466796875, 7213.10546875, 7542.39453125, 6878.294921875, 7268.02734375, 6874.466796875, 7241.970703125, 7630.9140625, 7179.939453125, 7457.1796875, 7339.03515625, 6955.212890625, 7419.580078125, 7362.306640625, 7317.30859375, 7376.412109375, 7170.03125, 7380.76171875, 6844.32421875, 7305.26171875, 6897.7109375, 7217.2421875, 7327.09765625, 6807.5078125, 6798.5859375, 6867.03125, 6597.06640625, 7021.625, 7384.1875, 6750.83203125, 6731.9921875, 6709.546875, 7803.0234375, 6780.98046875, 7412.65625, 7411.1484375, 7566.5546875, 7347.6640625, 7635.5390625, 7216.8125];[7696.67578125, 7386.33203125, 7583.70703125, 7332.52734375, 7708.125, 7593.33984375, 7336.40234375, 7353.55859375, 7339.0, 7414.59765625]
299;[7696.67578125, 7386.33203125, 7583.70703125, 7332.52734375, 7708.125, 7593.33984375, 7336.40234375, 7353.55859375, 7339.0, 7414.59765625, 7221.95703125, 6928.0859375, 7806.3984375, 6767.93359375, 7427.28515625, 7947.609375, 7250.234375, 7473.3125, 7439.2109375, 6888.9765625, 6984.1875, 7064.0, 7717.8984375, 6810.4921875, 7480.1171875, 7305.8359375, 6784.2421875, 7006.8046875, 7271.703125, 7714.09375, 7016.375, 7478.1015625, 7524.2265625, 7242.125, 7229.2109375, 7149.1796875, 7316.4921875, 7266.7421875, 7582.5625, 7036.9140625, 7090.296875, 7208.28125, 7128.8359375, 7269.0390625, 7112.5390625, 6911.3984375, 6948.0546875, 6927.359375, 7197.875, 7208.203125];[7061.109375, 7716.8828125, 6997.7421875, 7098.546875, 7000.6171875, 7174.0390625, 6858.4921875, 7302.125, 6991.3828125, 7208.4453125]
300;[7061.109375, 7716.8828125, 6997.7421875, 7098.546875, 7000.6171875, 7174.0390625, 6858.4921875, 7302.125, 6991.3828125, 7208.4453125, 6644.703125, 6550.046875, 6948.6640625, 6815.359375, 6888.1640625, 7016.734375, 6693.609375, 6559.5078125, 6923.1640625, 6380.828125, 6990.1328125, 6977.7578125, 6972.34375, 6347.5, 6810.0390625, 6232.203125, 6773.5390625, 6439.7578125, 7119.7578125, 6739.75, 6596.0625, 6870.921875, 6524.6171875, 6586.859375, 6490.0703125, 7202.9453125, 6632.1484375, 6869.671875, 6826.4765625, 7127.6640625, 6953.78125, 7174.28125, 7076.75, 7014.2265625, 7651.890625, 7295.3828125, 6897.8203125, 7178.4296875, 7780.71875, 7047.9140625];[6968.484375, 7583.4765625, 7255.625, 6869.765625, 7058.75, 6950.78125, 7043.859375, 5012.734375, 6938.515625, 7017.3125]
301;[6968.484375, 7583.4765625, 7255.625, 6869.765625, 7058.75, 6950.78125, 7043.859375, 5012.734375, 6938.515625, 7017.3125, 6625.296875, 7332.15625, 7163.4375, 7122.390625, 6832.609375, 7451.546875, 7429.03125, 7616.671875, 7184.15625, 7011.265625, 7432.546875, 7235.0625, 7421.71875, 7196.21875, 7453.125, 7045.390625, 6978.640625, 7392.640625, 6899.53125, 7278.578125, 7197.9375, 7044.796875, 6893.0, 7156.15625, 7508.9375, 7028.25, 7385.234375, 7554.953125, 7330.3125, 7073.421875, 7298.0, 8105.96875, 6951.9375, 7787.75, 7554.859375, 7071.984375, 7358.5, 7541.359375, 7327.046875, 6963.640625];[7335.21875, 7315.578125, 6952.46875, 2715.453125, 7555.6611328125, 7752.742919921875, 7116.51513671875, 7884.532958984375, 8145.18798828125, 7927.87744140625]
302;[5631.53076171875, 17774.49560546875, 15868.32421875, 16490.5126953125, 16195.55859375, 15694.013671875, 15892.96875, 16299.01171875, 15738.52734375, 15575.994140625, 15930.8515625, 16553.71875, 15509.4140625, 15953.953125, 15624.75, 14901.07421875, 14581.76171875, 15394.6953125, 14827.5703125, 14820.203125, 16682.0859375, 15864.703125, 16744.8671875, 17286.9140625, 17878.4921875, 16677.546875, 17242.015625, 18174.2578125, 14351.8671875, 17781.4296875, 18026.34375, 16616.7578125, 15684.34375, 15643.109375, 16327.5390625, 15790.59375, 14474.5625, 16463.8125, 14476.078125, 14472.46875, 15270.46875, 13807.21875, 14035.28125, 14644.828125, 15057.21875, 15805.578125, 15620.5, 16764.578125, 16382.71875, 15865.546875];[16395.953125, 16468.484375, 16813.59375, 16067.28125, 17373.203125, 16496.6875, 15516.25, 16024.234375, 15493.21875, 15264.65625]
303;[16395.953125, 16468.484375, 16813.59375, 16067.28125, 17373.203125, 16496.6875, 15516.25, 16024.234375, 15493.21875, 15264.65625, 15703.15625, 15156.328125, 14830.046875, 14483.9375, 13493.875, 13758.34375, 13541.90625, 13883.078125, 15180.96875, 15455.96875, 16622.546875, 16670.875, 17000.0625, 17269.78125, 16073.34375, 16468.46875, 15483.5625, 17354.21875, 15771.65625, 15645.09375, 16322.75, 15355.9375, 15076.9375, 16183.4375, 15266.375, 14715.28125, 15119.8125, 14897.96875, 13906.03125, 14248.71875, 14762.125, 14103.09375, 15024.875, 16197.03125, 15548.59375, 16390.625, 17127.5625, 16687.375, 16887.375, 17280.90625];[16839.28125, 15639.90625, 16580.90625, 16482.28125, 15220.90625, 15135.59375, 15634.78125, 14652.6875, 14381.875, 14340.96875]
304;[16839.28125, 15639.90625, 16580.90625, 16482.28125, 15220.90625, 15135.59375, 15634.78125, 14652.6875, 14381.875, 14340.96875, 14581.59375, 13404.03125, 13775.5, 14173.15625, 13264.96875, 13362.15625, 14897.5625, 15132.46875, 14639.75, 14110.09375, 16541.90625, 15908.34375, 15943.125, 16310.6875, 15714.9375, 14924.6875, 15126.09375, 14434.65625, 14186.84375, 15298.1875, 15602.1875, 15205.1875, 15376.34375, 15281.625, 14347.59375, 14545.90625, 14623.46875, 14173.46875, 13620.84375, 15313.4375, 14756.90625, 15993.15625, 16150.84375, 18166.5625, 17601.1875, 16749.09375, 17047.875, 16523.875, 16977.375, 17989.125];[16730.625, 17101.8125, 16588.8125, 16032.3125, 16578.4375, 16098.125, 16288.375, 15874.0625, 15613.875, 15623.1875]
305;[16730.625, 17101.8125, 16588.8125, 16032.3125, 16578.4375, 16098.125, 16288.375, 15874.0625, 15613.875, 15623.1875, 15002.625, 14783.25, 14485.3125, 15699.875, 15273.5625, 15621.4375, 17149.9375, 15559.1875, 17521.375, 18769.3125, 17583.8125, 18128.5, 18234.25, 17817.5, 17477.4375, 18330.4375, 18611.5625, 17288.0, 17060.9375, 17299.4375, 17344.5, 16778.3125, 17028.8125, 16108.5625, 15752.4375, 15137.4375, 16005.0625, 15697.375, 15877.5, 17258.1875, 16775.5, 18365.125, 19030.0625, 19269.1875, 19333.375, 19330.5, 19892.625, 19335.5, 18702.25, 19537.3125];[18300.625, 18442.1875, 19529.25, 17732.625, 18900.875, 18041.75, 17912.6875, 17058.0, 16630.0, 17234.4375]
306;[18300.625, 18442.1875, 19529.25, 17732.625, 18900.875, 18041.75, 17912.6875, 17058.0, 16630.0, 17234.4375, 15771.0, 15569.125, 17545.875, 17189.5, 17880.0, 19198.125, 18477.8125, 17241.3125, 16791.5, 17731.1875, 17461.3125, 17074.125, 17920.5, 17436.6875, 16914.875, 16634.125, 16456.5625, 15762.0625, 15483.8125, 16845.25, 15403.75, 15452.5625, 15344.25, 15033.5, 14491.4375, 15560.8125, 15336.25, 15539.5, 16526.0625, 17104.3125, 17200.6875, 18009.9375, 19135.375, 16538.5625, 17426.625, 18542.9375, 17652.8125, 17091.4375, 17911.25, 17381.8125];[16705.8125, 17236.75, 16763.8125, 15776.75, 15809.0625, 15697.8125, 14863.8125, 14585.1875, 15450.1875, 15305.4375]
307;[16705.8125, 17236.75, 16763.8125, 15776.75, 15809.0625, 15697.8125, 14863.8125, 14585.1875, 15450.1875, 15305.4375, 15773.1875, 15193.5, 17945.3125, 17566.0625, 17101.4375, 17625.4375, 17007.5625, 17280.625, 17829.9375, 16810.5, 16785.375, 16796.125, 16880.875, 15198.375, 15967.375, 16795.625, 15627.125, 15527.625, 16452.875, 14414.625, 15003.625, 15344.125, 14196.75, 15059.625, 15054.75, 16005.0, 15436.75, 14926.0, 18770.625, 17705.375, 17678.375, 18389.75, 17571.0, 17577.75, 17353.875, 17796.375, 16931.25, 16710.625, 17316.125, 17034.5];[16322.25, 12875.625, 16057.75, 15591.375, 15214.5, 15530.125, 15518.375, 15679.0, 16464.375, 16371.0]
308;[16322.25, 12875.625, 16057.75, 15591.375, 15214.5, 15530.125, 15518.375, 15679.0, 16464.375, 16371.0, 16666.125, 17993.5, 16791.5, 17351.875, 16123.875, 18545.25, 17564.0, 17383.0, 17660.875, 15694.375, 17698.375, 17372.125, 16951.375, 16510.0, 16869.25, 16066.0, 15596.125, 15567.625, 15628.5, 14762.5, 14967.375, 16284.75, 16155.0, 17247.5, 17420.625, 17423.25, 17599.625, 17507.875, 18020.125, 17492.625, 17028.5, 17917.25, 17581.375, 16938.875, 17851.625, 17551.125, 16459.5, 16396.875, 16893.5, 16140.625];[15689.125, 16281.875, 15241.75, 15321.75, 15453.5, 15394.0, 16222.75, 17982.625, 17808.5, 18133.875]
309;[15689.125, 16281.875, 15241.75, 15321.75, 15453.5, 15394.0, 16222.75, 17982.625, 17808.5, 18133.875, 17639.5, 19247.375, 17906.375, 18159.875, 19149.125, 17863.25, 17844.625, 19073.375, 17468.75, 17603.125, 16764.0, 17767.5, 16508.5, 16480.125, 16833.875, 15268.375, 15377.25, 5354.25, 37946.125, 73159.875, 18071.375, 18738.375, 18415.375, 19312.625, 17343.625, 17413.625, 17886.25, 17880.5, 17094.25, 16660.0, 18246.625, 16371.75, 16584.5, 17068.625, 16103.125, 15361.875, 16101.25, 15195.375, 15517.25, 15224.625];[17188.5, 17042.75, 16722.25, 18057.625, 17314.375, 17163.5, 18077.125, 17712.125, 17610.875, 17986.375]
310;[17188.5, 17042.75, 16722.25, 18057.625, 17314.375, 17163.5, 18077.125, 17712.125, 17610.875, 17986.375, 17702.125, 17445.5, 17006.0, 17712.0, 16967.25, 16395.25, 17014.875, 15755.25, 15600.875, 15396.75, 15545.125, 15341.5, 14990.375, 16016.5, 16107.0, 16712.75, 17499.0, 17536.5, 17343.375, 18481.0, 17658.625, 17501.125, 17624.875, 18397.375, 16606.25, 17655.0, 17939.5, 17363.0, 16706.625, 17523.25, 15909.25, 16299.125, 16000.5, 16278.75, 15138.125, 15440.375, 15512.25, 15338.0, 16109.75, 17623.5];[15828.5, 15460.375, 17214.25, 18778.125, 18338.0, 17751.125, 18240.0, 18121.375, 18905.375, 18913.625]
311;[15828.5, 15460.375, 17214.25, 18778.125, 18338.0, 17751.125, 18240.0, 18121.375, 18905.375, 18913.625, 17742.375, 16414.875, 17436.75, 17804.0, 16980.375, 16890.875, 17474.875, 16404.125, 16524.125, 16008.5, 15617.875, 16097.0, 17393.875, 17677.875, 17943.375, 18081.875, 16515.5, 15880.875, 16338.625, 16804.25, 15148.375, 16742.625, 16752.0, 16067.375, 16205.625, 15346.375, 16340.125, 15879.875, 15717.875, 16041.125, 15393.125, 14978.5, 15151.25, 15434.625, 14736.0, 14930.25, 15453.75, 15487.375, 15617.5, 16461.125];[15948.125, 16266.625, 16796.25, 16075.125, 16602.0, 16269.5, 17048.625, 16574.5, 16027.875, 16529.75]
312;[15948.125, 16266.625, 16796.25, 16075.125, 16602.0, 16269.5, 17048.625, 16574.5, 16027.875, 16529.75, 16285.5, 15730.25, 16691.75, 15912.375, 15529.625, 15795.125, 15436.25, 15163.5, 15174.625, 15378.75, 15282.625, 15187.875, 16255.25, 15583.25, 15759.5, 16606.875, 15913.375, 14750.125, 15869.375, 16621.125, 15781.375, 15994.875, 16076.5, 15840.5, 15775.25, 15935.75, 15640.25, 15056.5, 14960.25, 15128.0, 14470.25, 14244.25, 14934.0, 13946.25, 14285.75, 15263.75, 15058.5, 15245.75, 15861.25, 16834.75];[15372.25, 15912.5, 16986.25, 15588.75, 16543.25, 16459.0, 15755.25, 15960.5, 16416.25, 15890.5]
313;[15372.25, 15912.5, 16986.25, 15588.75, 16543.25, 16459.0, 15755.25, 15960.5, 16416.25, 15890.5, 15869.75, 15672.0, 15695.25, 15110.0, 14933.25, 15570.25, 14386.25, 15145.25, 15651.5, 14716.75, 15769.0, 15938.25, 16971.25, 16267.5, 14653.75, 6556.826316833496, 16610.525634765625, 17189.3974609375, 16187.4072265625, 16360.76171875, 16430.8203125, 16649.81640625, 16117.671875, 16306.484375, 16386.37109375, 15917.20703125, 15759.453125, 15856.03125, 15556.359375, 15315.171875, 14906.19921875, 15911.0390625, 15469.640625, 15513.7421875, 16633.984375, 15958.65625, 16686.1875, 16830.5234375, 16571.3125, 16068.78125];[16411.828125, 17339.1328125, 16629.6875, 16406.546875, 16875.421875, 16160.296875, 16321.953125, 16948.4921875, 15847.53125, 15616.015625]
314;[16411.828125, 17339.1328125, 16629.6875, 16406.546875, 16875.421875, 16160.296875, 16321.953125, 16948.4921875, 15847.53125, 15616.015625, 15904.328125, 16688.3125, 15625.734375, 15461.90625, 16027.65625, 15351.828125, 15294.828125, 16531.359375, 14761.53125, 13943.890625, 17733.796875, 16813.265625, 17041.203125, 16136.78125, 17393.65625, 16380.375, 16153.765625, 16631.6875, 16045.140625, 16082.6875, 17167.15625, 15491.453125, 15914.65625, 15389.65625, 16217.75, 15721.609375, 15164.90625, 15700.59375, 15406.46875, 14725.390625, 15877.984375, 15138.5625, 15490.8125, 16174.71875, 15935.375, 15267.3125, 15768.78125, 16107.71875, 15694.75, 15558.625];[16778.75, 15319.875, 15737.3125, 16003.90625, 15152.53125, 14878.03125, 14698.46875, 15290.4375, 14404.15625, 14446.1875]
315;[16778.75, 15319.875, 15737.3125, 16003.90625, 15152.53125, 14878.03125, 14698.46875, 15290.4375, 14404.15625, 14446.1875, 15088.0625, 13911.84375, 13804.28125, 14020.78125, 14825.75, 14465.25, 14489.28125, 15701.8125, 15244.34375, 15144.3125, 15830.875, 15404.3125, 15268.96875, 15982.84375, 15084.71875, 15850.96875, 15317.0625, 16191.34375, 14856.84375, 14831.34375, 15043.25, 14950.75, 14370.59375, 14925.40625, 14391.5625, 14023.96875, 13573.46875, 14832.625, 14144.75, 13981.75, 15433.4375, 15604.59375, 13116.78125, 14941.875, 15470.71875, 15889.25, 15908.65625, 15732.71875, 16088.21875, 15969.6875];[16233.28125, 15814.3125, 15725.125, 15835.84375, 14144.59375, 16404.75, 15960.46875, 15006.28125, 14874.40625, 14559.4375]
316;[16233.28125, 15814.3125, 15725.125, 15835.84375, 14144.59375, 16404.75, 15960.46875, 15006.28125, 14874.40625, 14559.4375, 14981.625, 15023.25, 14563.125, 15637.625, 15530.4375, 15417.125, 16467.0, 16219.375, 15610.25, 15943.25, 16280.25, 16087.3125, 16130.9375, 16498.5625, 16046.6875, 15769.0, 16777.1875, 15197.4375, 15903.875, 16183.25, 15240.4375, 15464.0, 15317.0, 15253.3125, 14631.8125, 14408.25, 15008.625, 14758.875, 15424.25, 15802.4375, 15307.5625, 15566.625, 15474.8125, 16320.8125, 15253.375, 15518.8125, 16342.9375, 15589.4375, 15504.6875, 16143.0];[15282.5, 15446.5625, 15167.0625, 15787.0, 14839.0625, 14317.1875, 15181.5, 14068.8125, 14249.25, 14670.875]
317;[15282.5, 15446.5625, 15167.0625, 15787.0, 14839.0625, 14317.1875, 15181.5, 14068.8125, 14249.25, 14670.875, 14446.25, 14493.8125, 14744.1875, 15621.375, 14789.0, 15466.1875, 15820.8125, 15366.75, 15752.875, 15957.125, 15527.4375, 15307.5625, 15889.0, 14051.8125, 16210.875, 14776.8125, 15124.25, 14763.875, 13848.0, 14739.875, 13828.3125, 13867.375, 14514.125, 13618.625, 14075.75, 14114.375, 13803.9375, 12367.8125, 14233.9375, 15332.6875, 14529.8125, 14940.1875, 15275.4375, 14466.25, 14949.9375, 14724.375, 14974.1875, 14632.0625, 14573.25, 15304.0625];[14022.875, 14078.3125, 14489.3125, 13822.375, 13597.375, 14154.8125, 13642.8125, 13615.0625, 13745.125, 14264.875]
318;[14022.875, 14078.3125, 14489.3125, 13822.375, 13597.375, 14154.8125, 13642.8125, 13615.0625, 13745.125, 14264.875, 14053.5, 14665.25, 15781.5, 14630.375, 15289.6875, 15451.75, 15338.25, 15257.0, 14699.375, 15561.0625, 14202.375, 14778.375, 15280.3125, 14349.1875, 14517.75, 14337.3125, 14686.625, 13774.0, 13918.875, 14332.75, 13678.375, 13671.125, 14655.9375, 14220.5, 14378.75, 15020.875, 15100.8125, 15208.875, 15319.9375, 15928.1875, 15504.4375, 15579.5, 15741.0, 15002.3125, 15366.6875, 15355.0, 14514.75, 14706.0, 14950.875, 14401.0];[13915.5, 14113.5625, 14432.8125, 13386.0625, 13726.8125, 14315.5625, 13877.5, 13960.0, 15170.25, 14331.0]
319;[13915.5, 14113.5625, 14432.8125, 13386.0625, 13726.8125, 14315.5625, 13877.5, 13960.0, 15170.25, 14331.0, 15328.125, 15173.5, 15798.375, 15356.5, 14775.0, 16159.125, 15344.125, 14925.375, 15872.125, 14836.75, 14715.5, 14512.375, 15238.625, 14532.5, 14134.75, 14459.375, 14189.0, 13987.375, 14099.125, 13836.25, 14248.625, 14812.625, 15158.25, 14987.25, 15539.25, 15801.0, 15562.375, 15546.125, 16285.375, 15426.5, 15231.5, 15592.75, 15899.375, 15293.875, 15031.125, 15760.5, 15320.375, 15079.375, 15267.0, 14604.5];[13928.375, 14723.875, 13963.0, 14281.375, 13854.5, 14978.0, 14976.0, 15136.875, 15576.625, 15391.375]
320;[13928.375, 14723.875, 13963.0, 14281.375, 13854.5, 14978.0, 14976.0, 15136.875, 15576.625, 15391.375, 15478.5, 16030.0, 15754.25, 15251.25, 15759.25, 15964.75, 15356.625, 15453.75, 16209.375, 14949.375, 15102.125, 15460.25, 14340.5, 14138.125, 14059.5, 14268.375, 14121.875, 13889.125, 14554.5, 14473.375, 14618.375, 16021.375, 15389.875, 15282.25, 15883.625, 15187.5, 15277.5, 14896.375, 16405.0, 15333.25, 15088.125, 15432.5, 15381.75, 15085.25, 15699.5, 14488.0, 14517.125, 14237.75, 14385.0, 13480.25];[13844.875, 14370.5, 13914.0, 14521.5, 13925.125, 13213.75, 15380.25, 16532.75, 16444.375, 16266.0]
321;[13844.875, 14370.5, 13914.0, 14521.5, 13925.125, 13213.75, 15380.25, 16532.75, 16444.375, 16266.0, 15631.625, 16690.125, 15668.875, 15915.625, 16115.75, 16123.75, 15274.375, 15787.625, 16481.25, 14949.375, 14817.5, 15217.375, 14617.625, 14468.875, 14743.375, 14628.25, 14483.125, 15328.75, 15002.25, 15174.125, 15738.875, 16281.75, 15524.375, 15738.5, 16323.75, 15369.25, 15955.75, 15702.625, 15818.875, 15332.625, 15640.25, 16197.125, 15469.375, 15272.875, 15135.5, 14452.625, 14302.75, 14767.75, 14315.375, 14206.25];[14601.125, 15197.875, 14929.75, 15347.625, 16232.75, 15431.625, 15345.375, 16018.125, 15465.625, 15704.375]
322;[14601.125, 15197.875, 14929.75, 15347.625, 16232.75, 15431.625, 15345.375, 16018.125, 15465.625, 15704.375, 16326.5, 15459.125, 15563.5, 15292.375, 16252.125, 15338.625, 15228.25, 15760.625, 14727.625, 14935.875, 15385.125, 14298.0, 14188.75, 14458.875, 14864.75, 14576.5, 15371.125, 16298.0, 15769.0, 15804.75, 16359.875, 16118.5, 16442.75, 16481.25, 15978.125, 16243.0, 15597.625, 16310.375, 15907.5, 15827.375, 11110.125, 622.625, 34707.0, 15152.375, 15387.625, 15175.375, 14410.5, 15494.625, 14955.375, 14846.75];[15993.375, 15175.375, 15612.125, 15706.625, 15427.875, 15399.5, 15354.0, 16008.0, 15450.0, 15328.375]
323;[15993.375, 15175.375, 15612.125, 15706.625, 15427.875, 15399.5, 15354.0, 16008.0, 15450.0, 15328.375, 15916.25, 15194.125, 15321.25, 16104.25, 15115.25, 15303.625, 14520.375, 15484.0, 14071.5, 14056.125, 14537.75, 13739.75, 14418.5, 14853.375, 14514.125, 15127.875, 15192.875, 16302.0, 15620.5, 13912.875, 16360.5, 15174.125, 15739.625, 15792.25, 15378.125, 15255.625, 15260.0, 14609.625, 14711.375, 14554.625, 14811.125, 14206.375, 14019.375, 14367.125, 13724.5, 13900.875, 14465.5, 14224.875, 14536.125, 14724.75];[17511.0, 18807.5, 19074.25, 18444.375, 16436.75, 15966.5, 16133.0, 15844.875, 14886.875, 15231.875]
324;[17511.0, 18807.5, 19074.25, 18444.375, 16436.75, 15966.5, 16133.0, 15844.875, 14886.875, 15231.875, 15389.0, 15204.375, 14567.25, 14913.375, 13954.125, 14011.0, 14386.875, 13798.625, 13588.75, 13849.0, 14153.25, 14942.0, 14507.125, 14677.0, 16482.0, 16473.875, 18007.75, 17904.875, 17419.875, 16487.875, 15869.0, 15486.75, 14951.125, 15736.0, 14575.375, 14385.75, 14911.5, 14118.625, 14229.625, 14278.625, 14049.0, 13702.875, 14050.0, 14218.5, 14022.75, 14061.5, 15909.75, 15066.0, 15947.0, 16741.5];[14775.75, 15920.75, 16345.5, 16549.25, 15998.5, 15888.25, 16118.75, 15275.0, 6644.25, 361.5]
325;[14775.75, 15920.75, 16345.5, 16549.25, 15998.5, 15888.25, 16118.75, 15275.0, 6644.25, 361.5, 69497.0, 14115.25, 14222.75, 13767.5, 15159.75, 14404.75, 15354.0, 16238.0, 15954.0, 16755.0, 17660.25, 17840.75, 17759.25, 17837.5, 18898.75, 18037.5, 18647.0, 18923.5, 17824.75, 17234.0, 18346.0, 17068.75, 17318.0, 16157.5, 16204.25, 16259.75, 15712.5, 15775.75, 15714.0, 15563.5, 18024.0, 17439.25, 18573.25, 18960.5, 19916.0, 19001.5, 17698.75, 19289.0, 18832.0, 18379.75];[19494.5, 18417.0, 19122.5, 18318.75, 19351.0, 17509.5, 17875.5, 17309.75, 16966.25, 16172.0]
326;[19494.5, 18417.0, 19122.5, 18318.75, 19351.0, 17509.5, 17875.5, 17309.75, 16966.25, 16172.0, 16467.0, 16026.25, 15920.5, 16874.5, 16803.5, 17005.5, 17603.75, 18640.5, 17736.75, 17969.75, 19116.0, 17536.25, 17818.5, 18381.25, 17420.5, 17215.5, 17616.25, 16724.75, 16855.5, 15875.75, 16092.0, 15162.0, 14673.0, 15458.5, 14119.5, 14414.25, 13880.75, 14769.25, 14967.75, 15383.25, 16788.5, 16953.0, 16205.75, 18491.75, 17101.5, 16935.75, 17692.25, 16601.25, 15904.25, 16192.5];[16587.0, 15775.75, 16165.25, 16340.0, 15737.75, 15389.0, 15813.75, 14574.5, 14964.75, 10957.5]
327;[16587.0, 15775.75, 16165.25, 16340.0, 15737.75, 15389.0, 15813.75, 14574.5, 14964.75, 10957.5, 14691.25, 13773.25, 14752.75, 15575.5, 15370.75, 16117.5, 17385.0, 17175.75, 16854.75, 16810.25, 17550.25, 17033.75, 16791.75, 17138.75, 16564.75, 16237.0, 16917.25, 15612.25, 16438.0, 16927.75, 15665.75, 14624.5, 14340.5, 15575.0, 14722.75, 14702.75, 16873.25, 15476.0, 15486.5, 15655.25, 18297.75, 18191.75, 17895.75, 19273.75, 18302.75, 18435.0, 19553.75, 17672.0, 17508.25, 18829.5];[17799.75, 17136.5, 16764.5, 17016.0, 16343.5, 15884.75, 16322.5, 14965.75, 15974.5, 16876.5]
