;history;predict
1292;[17644.8125, 18633.4375, 17945.1875, 17997.0, 17759.8125, 18191.3125, 17097.75, 16961.75, 17323.5625, 16504.9375, 16676.0625, 16473.3125, 15970.4375, 16178.0625, 16432.9375, 17866.0, 16640.125, 17174.375, 18004.875, 16668.125, 16609.75, 17240.75, 17049.0, 17386.25, 18435.5, 17511.0, 17993.5, 17546.625, 18920.75, 17297.25, 17553.25, 17705.875, 16934.875, 16443.875, 17275.875, 15717.5, 16175.625, 15641.625, 17111.125, 16269.125, 16842.625, 16706.5, 17159.625, 17235.875, 17231.875, 16792.75, 16892.375, 18009.875, 17313.25, 17562.75];[17610.0, 18103.625, 17718.875, 15836.25, 19588.75, 16814.625, 17336.125, 17385.125, 16520.375, 15554.75]
1293;[17610.0, 18103.625, 17718.875, 15836.25, 19588.75, 16814.625, 17336.125, 17385.125, 16520.375, 15554.75, 15788.875, 16280.0, 16270.0, 16311.375, 17662.875, 16643.0, 16070.0, 17974.25, 16609.5, 16553.125, 17143.0, 18062.125, 17512.375, 17514.5, 18450.25, 17250.625, 17125.125, 18077.125, 17159.125, 16794.875, 17720.625, 17442.25, 14848.75, 17218.375, 16612.5, 12016.0, 16175.125, 16612.25, 16321.25, 16599.0, 17127.25, 16285.875, 16263.375, 16357.25, 18091.75, 17716.875, 17748.625, 18715.625, 17732.25, 17397.0];[17708.5, 16851.5, 16414.625, 16396.625, 17452.375, 16621.75, 16864.875, 16891.125, 16268.5, 16169.5]
1294;[17708.5, 16851.5, 16414.625, 16396.625, 17452.375, 16621.75, 16864.875, 16891.125, 16268.5, 16169.5, 17043.625, 16324.0, 16639.0, 16943.25, 16174.0, 16333.875, 17235.25, 16136.75, 17671.75, 17710.5, 18584.125, 17536.375, 18558.75, 18965.5, 17520.0, 16677.125, 17297.625, 16901.375, 17022.0, 17249.25, 16943.375, 15653.875, 16763.375, 17398.0, 16484.125, 17320.125, 17752.75, 16591.125, 16891.875, 17278.0, 16895.875, 17098.25, 17636.75, 16858.375, 19557.0, 18219.875, 19318.25, 17702.5, 17733.25, 18234.0];[16700.875, 16983.375, 16841.625, 17388.375, 16571.875, 16013.375, 17176.875, 16600.0, 17254.125, 17897.0]
1295;[16700.875, 16983.375, 16841.625, 17388.375, 16571.875, 16013.375, 17176.875, 16600.0, 17254.125, 17897.0, 16720.5, 17631.625, 16699.625, 17076.375, 15105.875, 17876.625, 17934.125, 17506.375, 17394.25, 18487.5, 18150.0, 17727.375, 18363.375, 17628.5, 17160.75, 17179.125, 17154.625, 16596.25, 16795.125, 16925.0, 16102.0, 16421.125, 16836.375, 17963.625, 17195.25, 17231.25, 16633.0, 18723.0, 16539.0, 17561.625, 17394.5, 17572.75, 17742.625, 18515.75, 18064.25, 18093.5, 18967.5, 17593.125, 17753.25, 18005.125];[16991.125, 17512.125, 17563.0, 16535.375, 17032.625, 16681.0, 16986.0, 16734.5, 16501.125, 17272.875]
1296;[16991.125, 17512.125, 17563.0, 16535.375, 17032.625, 16681.0, 16986.0, 16734.5, 16501.125, 17272.875, 16623.125, 16969.25, 17783.5, 17127.375, 17473.625, 18287.125, 18873.125, 18561.0, 17850.0, 18483.25, 17289.875, 15763.0, 19132.875, 16901.625, 17122.375, 17106.0, 17857.75, 15260.375, 17868.75, 17830.75, 17370.75, 16921.75, 17673.75, 17028.125, 17104.25, 17609.0, 16651.5, 17203.125, 18148.25, 19164.75, 18476.5, 18789.0, 19370.5, 18152.25, 17601.25, 18391.75, 16747.75, 16927.75, 17003.75, 17926.25];[16949.75, 17014.5, 17216.75, 9706.25, 8734.25, 17979.25, 17288.25, 17741.0, 18623.0, 17537.25]
1297;[16949.75, 17014.5, 17216.75, 9706.25, 8734.25, 17979.25, 17288.25, 17741.0, 18623.0, 17537.25, 17745.75, 17320.75, 18840.5, 17859.0, 18122.5, 18903.0, 17983.5, 17963.0, 18301.5, 17780.5, 17642.75, 16949.0, 18327.75, 17394.5, 16849.75, 16696.0, 16235.75, 16300.25, 17209.5, 16812.75, 16519.0, 17605.75, 17093.0, 16882.0, 17341.5, 17388.75, 17844.0, 17448.0, 18465.25, 17465.0, 17522.0, 17804.25, 17019.25, 17104.0, 16765.75, 16447.25, 15366.5, 16028.5, 16103.5, 16118.5];[16196.75, 17470.5, 16941.5, 15824.75, 17246.5, 16225.25, 16860.0, 16481.5, 17262.5, 16882.75]
1298;[16196.75, 17470.5, 16941.5, 15824.75, 17246.5, 16225.25, 16860.0, 16481.5, 17262.5, 16882.75, 17212.5, 18121.25, 17324.0, 16989.75, 17524.75, 16756.25, 16566.25, 16167.5, 15839.25, 15519.75, 15650.75, 15823.5, 15516.25, 14464.25, 16228.0, 15193.0, 15783.25, 15993.5, 16943.75, 16550.0, 16436.5, 17140.5, 16424.75, 16772.25, 17865.75, 17320.25, 17848.25, 17693.5, 17852.5, 17610.25, 16721.25, 16538.5, 16025.0, 14776.0, 16014.5, 15344.75, 15136.0, 14812.75, 15624.25, 14696.5];[16604.25, 18981.18862915039, 98562.1357421875, 2453.613494873047, 13507.787803649902, 16423.8115234375, 16021.53466796875, 17130.5078125, 16919.03125, 17252.404296875]
1299;[16604.25, 18981.18862915039, 98562.1357421875, 2453.613494873047, 13507.787803649902, 16423.8115234375, 16021.53466796875, 17130.5078125, 16919.03125, 17252.404296875, 17458.478515625, 18340.40625, 17629.5703125, 18159.75, 18544.42578125, 17275.1328125, 17630.125, 17541.9765625, 15028.85546875, 17965.375, 16987.7734375, 15063.1015625, 13958.6640625, 17661.703125, 16876.890625, 16593.171875, 16660.8828125, 17668.65625, 16048.171875, 14598.1796875, 15599.40625, 14005.5625, 16400.6875, 15474.71875, 16500.3046875, 16555.703125, 16475.578125, 15962.5625, 15566.90625, 13966.203125, 14682.578125, 13919.734375, 14499.71875, 14666.78125, 13764.34375, 13364.53125, 18996.875, 18053.421875, 18578.125, 17430.984375];[18725.28125, 17560.046875, 17881.0625, 17837.0, 16983.140625, 16941.96875, 18991.34375, 17285.75, 18382.71875, 18204.015625]
1300;[18725.28125, 17560.046875, 17881.0625, 17837.0, 16983.140625, 16941.96875, 18991.34375, 17285.75, 18382.71875, 18204.015625, 19151.0, 18276.890625, 17872.3125, 18339.4375, 17490.59375, 17333.96875, 17850.28125, 17020.4375, 17142.75, 16738.15625, 15944.0625, 9547.8125, 8065.15625, 17866.1875, 17234.5625, 17253.3125, 18265.15625, 17297.5625, 17397.8125, 17843.8125, 17943.3125, 17278.1875, 17958.71875, 19020.4375, 17878.28125, 18067.28125, 18359.46875, 17743.5625, 17264.6875, 18422.21875, 16936.0625, 17408.28125, 17148.0, 16443.65625, 16244.6875, 16315.875, 17217.34375, 16739.21875, 16380.71875, 17699.75];[16954.03125, 17459.78125, 17776.75, 17548.375, 17761.125, 17888.40625, 18604.21875, 18331.625, 17856.78125, 18707.0625]
1301;[16954.03125, 17459.78125, 17776.75, 17548.375, 17761.125, 17888.40625, 18604.21875, 18331.625, 17856.78125, 18707.0625, 17261.3125, 17320.125, 18214.9375, 17325.78125, 17273.6875, 17164.875, 18018.3125, 16127.34375, 16034.5, 17102.78125, 11700.34375, 11543.920722961426, 17510.446533203125, 17863.6435546875, 16873.419921875, 16990.9140625, 18144.42578125, 17388.71875, 18010.220703125, 19017.953125, 18152.03125, 18292.91015625, 18288.3828125, 17417.27734375, 17224.609375, 17094.93359375, 17153.9921875, 16983.7265625, 16332.4375, 17006.734375, 15994.15625, 16415.2421875, 17549.25, 16799.9609375, 17069.609375, 16943.0234375, 17931.421875, 16965.71875, 16763.4921875, 17050.3125];[17435.953125, 17269.359375, 18566.0, 17823.875, 17206.734375, 18517.890625, 18247.875, 17231.0625, 17138.796875, 17648.296875]
1302;[17435.953125, 17269.359375, 18566.0, 17823.875, 17206.734375, 18517.890625, 18247.875, 17231.0625, 17138.796875, 17648.296875, 16983.296875, 16376.84375, 17216.890625, 16270.875, 16125.953125, 17212.390625, 16835.015625, 16727.328125, 17163.390625, 18018.4375, 17053.09375, 17616.71875, 17794.71875, 17144.828125, 17382.265625, 17833.890625, 17479.09375, 17718.640625, 17387.21875, 18622.375, 17493.875, 17304.53125, 17922.0625, 17251.125, 16544.65625, 17691.4375, 16068.09375, 16128.75, 16742.09375, 16350.28125, 16132.125, 16512.65625, 17657.90625, 16572.8125, 17044.6875, 18054.1875, 17132.8125, 17297.90625, 17816.875, 17213.1875];[17446.1875, 17720.71875, 18433.09375, 16991.96875, 17265.75, 16573.34375, 18116.15625, 17005.28125, 17765.5, 16614.84375]
1303;[17446.1875, 17720.71875, 18433.09375, 16991.96875, 17265.75, 16573.34375, 18116.15625, 17005.28125, 17765.5, 16614.84375, 16169.84375, 15530.0, 15357.46875, 15408.0625, 16439.1875, 16643.3125, 16489.03125, 16572.125, 17595.40625, 16712.03125, 16232.40625, 17548.71875, 17679.6875, 17873.375, 17344.3125, 18297.34375, 17202.25, 16877.3125, 17618.0, 16820.875, 16538.59375, 17362.1875, 16985.375, 16398.53125, 16232.21875, 16288.25, 15341.25, 8505.8125, 8221.5, 16067.3125, 16260.4375, 15252.0, 17578.375, 15992.0625, 16462.0, 17259.75, 17057.8125, 17463.0, 18597.75, 17937.25];[14731.055931091309, 17707.22198486328, 17435.08544921875, 18005.3779296875, 16838.4541015625, 16915.85546875, 17429.619140625, 16396.57421875, 16240.671875, 16467.15625]
1304;[14731.055931091309, 17707.22198486328, 17435.08544921875, 18005.3779296875, 16838.4541015625, 16915.85546875, 17429.619140625, 16396.57421875, 16240.671875, 16467.15625, 15765.23828125, 15719.02734375, 15614.84765625, 16393.25, 15949.328125, 15897.75, 16549.875, 15916.2265625, 16417.328125, 17559.4453125, 16507.8515625, 17087.6640625, 16849.3203125, 17431.5390625, 8352.828125, 17860.170852661133, 16646.88525390625, 16678.3125, 17120.0419921875, 16329.306640625, 16358.62109375, 17025.564453125, 16147.013671875, 16270.9765625, 16886.45703125, 16469.19140625, 16682.37109375, 16263.671875, 17297.046875, 16358.30859375, 16325.6328125, 17367.8828125, 16303.3828125, 16266.828125, 18033.3359375, 17515.7578125, 17863.9765625, 17495.390625, 18874.9765625, 17372.5546875];[17256.078125, 16846.9453125, 17264.5, 16460.9921875, 16116.6640625, 17010.546875, 15790.71875, 16316.515625, 16982.3125, 15999.515625]
1305;[17256.078125, 16846.9453125, 17264.5, 16460.9921875, 16116.6640625, 17010.546875, 15790.71875, 16316.515625, 16982.3125, 15999.515625, 16350.953125, 16543.046875, 17978.828125, 16411.890625, 16715.59375, 16706.046875, 16316.453125, 16330.828125, 17581.0625, 16471.390625, 18073.421875, 18289.6875, 17622.15625, 13098.664192199707, 17502.174682617188, 17277.61083984375, 17881.6435546875, 16978.4091796875, 17296.490234375, 16618.142578125, 17446.818359375, 16005.13671875, 16416.7578125, 16837.265625, 16393.9296875, 15776.2578125, 17078.12890625, 16844.40234375, 17024.15625, 17805.9921875, 17040.1640625, 16804.03125, 16965.1328125, 18421.6640625, 17525.5703125, 17492.1640625, 18162.3828125, 17441.8671875, 17096.515625, 17621.7265625];[17271.28125, 16820.0, 17686.515625, 16863.75, 16856.65625, 16366.75, 16531.53125, 16231.3125, 15928.296875, 16997.15625]
1306;[17271.28125, 16820.0, 17686.515625, 16863.75, 16856.65625, 16366.75, 16531.53125, 16231.3125, 15928.296875, 16997.15625, 16490.09375, 16251.328125, 17440.203125, 16884.59375, 16767.0, 17181.828125, 18199.890625, 17620.8125, 17994.734375, 17925.765625, 17539.59375, 16936.125, 17451.546875, 16784.59375, 16463.328125, 16948.140625, 17580.78125, 16684.453125, 16818.953125, 17210.515625, 16051.96875, 16095.3125, 16816.46875, 16750.53125, 16113.0625, 17339.71875, 16459.5, 16847.90625, 17040.9375, 18115.8125, 17089.6875, 18143.6875, 18272.8125, 18217.40625, 17418.375, 17641.125, 17522.125, 16461.0, 16848.21875, 17092.375];[16536.28125, 17069.09375, 17346.5625, 16197.15625, 16700.53125, 9673.6875, 8754.0625, 17030.71875, 17737.75, 17106.5]
1307;[16536.28125, 17069.09375, 17346.5625, 16197.15625, 16700.53125, 9673.6875, 8754.0625, 17030.71875, 17737.75, 17106.5, 17180.1875, 17203.8125, 18604.96875, 16519.53125, 17254.375, 18223.09375, 17731.09375, 17651.15625, 18370.125, 17365.03125, 17744.5, 17390.40625, 18259.78125, 17481.34375, 17017.625, 17995.8125, 16553.03125, 16254.3125, 16793.9375, 16230.34375, 16275.46875, 16598.21875, 17349.40625, 16820.125, 17228.15625, 17676.65625, 17462.6875, 16860.96875, 18699.75, 17133.34375, 17372.625, 17703.875, 18309.25, 17492.8125, 17072.0625, 18021.1875, 17424.5, 17322.3125, 17776.0, 17308.875];[17216.625, 15852.0, 16869.0, 16266.25, 16188.8125, 16892.1875, 16501.6875, 16759.625, 17808.875, 16597.6875]
1308;[17216.625, 15852.0, 16869.0, 16266.25, 16188.8125, 16892.1875, 16501.6875, 16759.625, 17808.875, 16597.6875, 17445.625, 16970.5, 18443.8125, 17666.875, 17680.5, 18338.875, 17781.4375, 17190.5625, 17884.8125, 16665.6875, 16891.875, 18099.5625, 16802.0, 17047.625, 16679.125, 17415.5625, 16125.0625, 16316.8125, 17178.375, 16878.75, 16792.4375, 17382.375, 16952.5, 17107.3125, 16995.25, 18349.5, 17277.125, 17758.5, 19192.5, 17736.125, 17362.9375, 18234.5625, 17375.0, 16996.4375, 17240.125, 16877.625, 17365.75, 17105.5625, 17534.9375, 16797.3125];[16579.6875, 17743.6875, 16609.375, 16882.5, 17670.3125, 16966.6875, 17123.125, 17720.4375, 18432.6875, 17728.6875]
1309;[16579.6875, 17743.6875, 16609.375, 16882.5, 17670.3125, 16966.6875, 17123.125, 17720.4375, 18432.6875, 17728.6875, 18189.8125, 19232.6875, 18182.5625, 18587.125, 18285.6875, 18581.9375, 17827.125, 17293.75, 18143.875, 17088.75, 17383.4375, 18065.875, 17320.1875, 16803.1875, 17847.75, 17210.125, 17843.1875, 17075.3125, 18442.5625, 17432.0625, 17565.6875, 17302.9375, 18266.25, 17395.625, 18782.6875, 18658.8125, 18718.0625, 18891.4375, 19651.625, 18781.25, 17465.5625, 18452.3125, 17430.625, 17515.1875, 17846.5625, 17421.0625, 17097.75, 17365.4375, 17554.4375, 17085.1875];[17580.5, 18821.125, 17762.875, 18372.375, 18627.625, 18057.625, 17223.5, 18341.0, 17911.125, 18492.875]
1310;[17580.5, 18821.125, 17762.875, 18372.375, 18627.625, 18057.625, 17223.5, 18341.0, 17911.125, 18492.875, 18641.25, 19737.0, 18659.75, 18460.375, 19137.25, 17403.75, 17398.625, 17914.5, 15555.375, 18541.125, 16892.0, 17070.5, 16716.875, 9814.375, 9197.25, 17631.5, 17401.75, 18012.625, 17471.125, 17097.0, 18390.5, 17245.75, 17572.25, 17433.875, 18802.0, 17590.25, 18246.75, 18160.25, 17888.5, 17411.75, 17201.625, 17755.5, 17349.375, 17406.875, 17632.5, 16046.875, 16519.875, 17166.5, 16619.0, 16856.25];[17409.75, 17216.0, 16917.875, 17141.625, 18221.125, 16934.125, 17180.625, 18328.5, 17849.25, 17900.25]
1311;[17409.75, 17216.0, 16917.875, 17141.625, 18221.125, 16934.125, 17180.625, 18328.5, 17849.25, 17900.25, 18279.625, 17568.75, 17040.875, 18243.375, 17033.375, 17430.5, 17099.25, 18099.75, 17268.0, 16405.5, 17281.0, 16528.75, 16441.5, 17644.0, 16959.5, 16913.625, 17736.375, 18088.625, 17774.25, 17410.625, 19004.75, 18415.75, 18390.5, 19180.0, 18359.25, 17750.75, 17698.0, 17920.625, 17621.75, 17714.5, 18147.125, 17473.0, 17544.0, 17715.125, 16640.875, 17248.5, 17040.25, 17955.875, 16922.125, 17485.875];[18289.125, 17225.5, 17627.75, 18433.25, 17662.625, 17836.375, 19316.25, 18239.875, 17676.125, 18538.375]
1312;[18289.125, 17225.5, 17627.75, 18433.25, 17662.625, 17836.375, 19316.25, 18239.875, 17676.125, 18538.375, 17184.625, 17276.375, 16818.5, 17764.375, 16927.25, 17240.75, 17655.125, 16638.0, 16428.75, 17434.625, 16702.125, 15667.375, 17625.375, 17686.75, 16690.0, 16486.625, 17697.25, 16812.75, 17796.125, 18407.375, 18167.5, 17491.375, 17946.5, 18116.875, 17198.0, 17230.125, 17463.0, 16521.375, 17114.375, 17143.375, 16473.75, 16683.625, 16649.625, 17183.625, 17008.75, 16914.375, 17171.125, 16904.875, 16811.375, 17514.0];[16955.625, 17014.375, 17201.25, 18686.25, 17966.0, 17955.125, 18488.125, 17766.75, 17494.75, 17393.375]
1313;[16955.625, 17014.375, 17201.25, 18686.25, 17966.0, 17955.125, 18488.125, 17766.75, 17494.75, 17393.375, 16829.25, 16737.375, 17358.625, 16615.625, 16591.125, 17329.75, 16148.125, 16604.25, 16866.0, 17937.0, 17211.5, 16689.75, 17625.375, 16817.75, 16744.375, 16945.375, 17524.75, 17436.625, 18052.25, 18737.25, 18140.375, 17604.5, 18288.625, 17260.375, 16829.0, 17641.25, 16757.375, 16402.625, 16227.75, 16841.125, 16527.25, 9663.125, 8711.25, 17523.375, 17366.125, 18290.25, 16987.125, 16952.125, 17544.125, 17546.875];[17076.75, 17849.875, 18640.125, 17380.625, 17382.5, 18338.5, 17550.75, 17313.125, 17873.625, 17179.75]
1314;[17076.75, 17849.875, 18640.125, 17380.625, 17382.5, 18338.5, 17550.75, 17313.125, 17873.625, 17179.75, 17076.0, 16998.25, 17578.25, 15890.75, 16786.375, 15436.75, 18287.625, 16443.5, 16413.875, 17631.0, 16719.125, 16617.625, 17838.125, 17341.0, 17112.375, 18482.625, 17434.25, 17714.375, 18736.5, 17424.5, 17364.25, 16935.0, 18082.25, 16313.75, 17888.5, 17693.75, 16405.75, 16560.25, 16718.25, 16662.0, 17043.5, 16458.5, 17563.25, 16727.25, 16962.0, 18135.75, 17227.25, 17380.0, 18920.5, 18265.75];[18259.0, 18958.25, 18525.25, 17472.75, 17680.5, 18009.75, 17917.75, 17291.25, 18213.25, 17332.0]
1315;[18259.0, 18958.25, 18525.25, 17472.75, 17680.5, 18009.75, 17917.75, 17291.25, 18213.25, 17332.0, 16867.5, 17882.0, 16641.0, 17315.25, 17129.25, 18532.0, 17762.5, 18053.0, 18406.25, 17808.5, 18064.5, 19493.75, 17988.5, 18734.0, 19377.25, 19085.0, 18703.75, 17941.0, 18764.25, 17898.75, 17307.25, 18275.5, 17327.75, 17817.25, 17755.25, 17004.75, 17440.0, 17962.75, 18088.5, 17494.25, 17157.75, 18613.5, 17620.25, 17863.75, 18395.25, 17865.5, 18155.25, 18369.0, 19615.5, 18540.25];[18574.5, 19022.5, 17944.5, 17674.25, 18298.5, 17223.5, 17499.0, 17817.5, 17806.75, 17036.25]
1316;[18574.5, 19022.5, 17944.5, 17674.25, 18298.5, 17223.5, 17499.0, 17817.5, 17806.75, 17036.25, 16917.5, 18242.75, 17451.75, 17563.25, 18114.75, 17685.75, 17574.5, 18323.75, 17964.0, 17408.25, 18305.75, 19702.0, 18282.25, 18824.75, 19094.75, 18281.0, 17876.25, 17597.75, 17658.25, 17316.75, 17369.5, 17372.0, 17009.0, 16911.5, 17788.0, 17204.0, 17442.75, 18910.0, 17487.0, 17822.25, 17449.25, 18321.0, 17554.5, 17357.25, 18364.5, 18888.5, 18574.75, 19690.25, 18806.25, 18569.5];[18296.5, 18529.25, 17317.75, 17429.25, 18164.0, 17282.25, 16967.0, 17410.75, 16970.0, 9977.25]
1317;[18296.5, 18529.25, 17317.75, 17429.25, 18164.0, 17282.25, 16967.0, 17410.75, 16970.0, 9977.25, 8639.0, 19125.0, 17944.25, 17706.75, 18868.5, 17793.25, 17952.25, 18902.75, 17902.25, 18440.0, 18825.75, 18378.0, 18790.75, 18077.25, 18940.0, 17751.5, 18021.5, 18471.5, 17858.5, 17689.25, 17999.25, 17117.0, 16870.25, 17716.75, 17614.5, 17362.25, 17570.5, 18362.25, 18062.25, 18216.75, 18959.0, 18148.0, 18525.75, 19158.75, 18596.25, 17807.5, 18508.5, 18946.25, 17266.25, 17888.75];[18553.25, 17415.5, 17985.25, 17309.5, 18298.75, 16651.75, 16740.25, 17626.0, 17145.5, 17545.25]
1318;[18553.25, 17415.5, 17985.25, 17309.5, 18298.75, 16651.75, 16740.25, 17626.0, 17145.5, 17545.25, 18398.0, 17383.75, 17693.25, 18485.0, 17766.75, 17768.25, 18440.75, 19427.75, 18198.0, 18106.25, 19160.75, 17953.75, 17581.75, 18185.25, 17613.75, 17759.5, 17308.25, 18238.5, 16964.25, 17161.75, 17939.25, 17265.0, 17081.75, 18375.0, 17133.75, 17563.75, 17563.0, 18035.0, 17547.75, 18077.25, 18504.75, 18663.25, 18823.5, 18366.25, 18899.0, 17865.25, 18019.5, 18340.5, 17231.75, 17437.75];[18006.0, 17372.5, 17460.25, 17536.0, 17457.0, 17354.0, 18113.75, 16646.5, 17283.25, 17173.75]
1319;[18006.0, 17372.5, 17460.25, 17536.0, 17457.0, 17354.0, 18113.75, 16646.5, 17283.25, 17173.75, 17839.25, 17066.25, 17735.5, 18488.0, 18384.5, 18134.25, 18300.75, 19371.5, 18011.5, 17775.0, 18535.75, 17581.0, 17129.75, 18002.75, 17318.75, 17397.0, 17587.75, 16951.0, 16905.0, 18081.0, 17623.5, 17473.25, 17030.0, 18119.5, 17540.75, 17368.0, 18095.75, 17635.5, 18289.0, 18897.75, 18559.5, 18828.0, 18627.25, 18963.5, 17626.25, 17433.5, 18218.25, 16675.0, 16958.0, 17533.25];[16809.75, 16578.0, 16954.25, 17890.75, 17264.25, 17849.75, 17694.0, 17464.75, 17426.75, 18057.5]
1320;[16809.75, 16578.0, 16954.25, 17890.75, 17264.25, 17849.75, 17694.0, 17464.75, 17426.75, 18057.5, 17378.5, 17158.25, 18768.25, 18502.25, 18176.25, 18847.0, 19250.0, 18612.75, 18744.5, 18241.5, 17337.75, 17574.25, 17800.25, 17152.75, 16706.5, 16501.0, 17695.5, 9799.75, 8505.0, 18997.5, 17482.0, 17556.5, 18350.25, 17196.75, 18111.5, 17378.5, 18571.5, 17602.75, 17209.5, 18564.5, 17685.5, 17368.25, 18475.5, 17598.5, 17208.25, 17376.75, 17811.25, 16838.75, 16474.75, 17174.0];[16286.25, 16131.25, 17307.0, 16659.75, 16694.75, 17126.5, 18108.75, 17016.5, 16739.75, 18560.75]
1321;[16286.25, 16131.25, 17307.0, 16659.75, 16694.75, 17126.5, 18108.75, 17016.5, 16739.75, 18560.75, 16879.5, 17102.0, 17264.25, 18169.0, 17244.5, 17342.25, 16868.75, 15722.5, 15479.25, 16317.0, 15391.25, 15176.25, 16127.75, 15301.25, 14828.5, 15837.5, 15606.0, 15559.75, 15980.0, 17341.5, 16507.25, 16751.5, 17251.0, 17007.25, 17037.75, 18065.25, 16543.75, 17031.5, 17450.5, 17317.0, 16814.0, 15649.0, 16550.5, 15501.75, 15394.0, 16439.25, 14677.75, 15384.0, 16917.25, 16201.25];[14242.0, 18664.5, 16891.5, 16672.5, 16667.5, 17912.75, 16906.5, 17087.25, 18398.25, 17401.25]
1322;[14242.0, 18664.5, 16891.5, 16672.5, 16667.5, 17912.75, 16906.5, 17087.25, 18398.25, 17401.25, 17782.75, 17983.5, 18418.0, 17966.0, 17280.25, 17244.5, 16250.0, 16209.5, 16571.5, 15875.75, 15380.5, 15500.0, 16701.5, 16617.0, 16813.5, 17979.75, 16908.5, 17068.0, 18153.0, 17353.75, 17197.5, 18034.25, 16830.75, 17650.75, 17498.5, 18555.25, 18265.0, 17753.75, 19202.75, 17841.0, 17736.25, 17746.25, 17037.0, 17034.25, 16373.75, 16848.5, 16554.0, 16653.75, 17653.75, 16833.0];[17080.75, 18072.25, 17683.25, 17296.0, 17270.25, 18123.25, 16946.25, 17357.75, 18556.5, 17122.75]
1323;[17080.75, 18072.25, 17683.25, 17296.0, 17270.25, 18123.25, 16946.25, 17357.75, 18556.5, 17122.75, 17455.5, 18883.25, 17643.5, 17530.25, 18019.25, 17527.25, 17077.0, 16825.75, 17356.0, 15961.0, 16060.25, 17152.5, 16591.75, 16985.5, 17863.0, 17130.5, 17047.0, 16969.0, 18278.0, 17422.0, 17449.5, 18634.0, 17468.5, 17805.5, 18654.0, 17642.0, 17571.0, 17938.5, 18110.0, 17227.0, 17344.0, 17781.5, 16204.5, 16182.5, 17417.0, 9003.5, 8665.0, 17897.0, 17208.5, 17157.0];[17809.5, 18346.0, 15884.0, 17738.5, 18791.0, 18525.0, 18501.5, 19120.5, 18579.0, 18669.0]
1324;[17809.5, 18346.0, 15884.0, 17738.5, 18791.0, 18525.0, 18501.5, 19120.5, 18579.0, 18669.0, 19139.5, 18884.5, 18142.5, 18151.5, 19042.5, 17897.5, 17001.5, 17126.0, 17800.5, 17066.5, 17272.5, 18396.0, 17188.0, 17766.5, 18697.5, 17802.5, 17772.0, 18069.5, 18724.0, 17574.0, 18150.5, 18969.0, 18109.0, 17762.0, 18775.0, 18236.5, 17396.0, 17530.0, 18013.0, 17703.0, 17213.0, 16812.5, 16567.0, 16648.5, 17700.5, 16864.5, 17354.5, 17999.5, 17130.5, 18030.0];[18684.5, 17780.0, 17904.5, 18330.5, 19346.5, 18584.0, 19262.0, 18231.0, 18432.0, 18275.5]
1325;[18684.5, 17780.0, 17904.5, 18330.5, 19346.5, 18584.0, 19262.0, 18231.0, 18432.0, 18275.5, 18181.0, 17655.5, 17401.0, 17740.5, 16741.5, 16525.5, 16914.5, 17834.0, 17252.0, 17700.0, 18234.5, 17777.5, 17107.5, 17457.0, 18073.5, 17268.5, 17338.0, 19146.0, 17634.0, 18099.0, 18899.0, 17926.5, 18134.0, 18757.5, 17356.0, 17302.0, 17041.0, 17771.0, 16498.5, 16052.5, 16975.0, 15662.5, 18378.5, 17727.0, 17125.5, 17628.5, 17697.0, 18061.0, 17472.0, 17615.0];[18439.0, 17682.0, 17451.5, 19103.5, 18394.0, 17994.5, 18812.5, 18163.5, 18130.5, 17664.0]
1326;[18439.0, 17682.0, 17451.5, 19103.5, 18394.0, 17994.5, 18812.5, 18163.5, 18130.5, 17664.0, 17740.5, 16860.5, 16736.5, 16684.5, 16548.5, 16514.5, 17841.5, 17054.5, 17509.0, 17266.0, 18690.0, 18255.0, 17412.0, 18142.5, 17661.5, 17901.0, 18818.5, 17622.0, 17883.0, 19040.5, 18159.0, 17747.0, 17909.0, 18060.0, 17401.0, 16444.5, 17439.0, 16232.5, 16556.5, 17232.5, 16945.0, 17265.0, 17559.5, 18581.0, 18116.0, 17678.0, 18902.0, 17976.0, 17585.0, 18781.0];[18512.5, 17938.0, 19224.5, 18023.5, 18243.5, 17964.0, 19004.5, 17676.0, 17702.5, 18493.0]
1327;[18512.5, 17938.0, 19224.5, 18023.5, 18243.5, 17964.0, 19004.5, 17676.0, 17702.5, 18493.0, 16654.0, 16967.5, 17178.5, 9188.0, 9279.0, 18400.5, 18101.0, 17850.0, 17853.5, 18228.0, 18056.0, 17629.0, 18811.5, 19013.5, 18880.0, 19379.5, 19106.5, 18852.5, 18312.5, 18845.5, 17415.5, 17384.0, 18496.0, 16984.5, 16966.5, 17908.0, 17064.5, 17268.0, 17533.0, 18862.0, 18016.5, 17785.0, 18616.5, 17862.5, 18106.0, 18705.5, 17773.5, 18836.5, 19846.5, 19042.0];[18970.5, 19322.5, 18647.5, 19032.0, 17924.5, 17987.0, 18739.0, 16983.5, 16976.0, 17940.5]
